ID,Prev crop,PU?,Year,State,CRD,County,Location,Fld,Latitude,Longitude,Sandy?,Muck?,Soil texture,Soil assoc.,Manure,Irrig,Hybrid,Plt date,Ntiming,Nsource,Model,a,b,c,AONR,Opt. yld,R-sq,EONR
NR-234,Soy,no,2014,IN,C,Shelby,Simpson,B129,,,no,no,"SiCL, SiL","Brookston, Crosby",no,no,Ch 214-13,6-May,SD,UAN,QP,-35.4197,2.3242,-5.16E-03,225.3,226,0.99,214
NR-235,Soy,yes,2014,IN,SW,Knox,SWPAC - 20,Fld 20,38.74849405,-87.48193145,yes,no,"LfS, fSL","Ade, Lyles",no,no,P1498AM,8-May,29-May,UAN,QP,45.1104,2.4553,-0.00851,144.3,222.2,0.99,138
NR-236,Soy,yes,2014,IN,WC,Tippecanoe,TPAC - ME,ME,40.27772494,-86.8632853,no,no,"SiL, SiCL","Lauramie, Drummer, Toronto-Millbrook",no,no,P1221AMXT,29-May,Avg,UAN,QP,111.6,0.9459,-2.96E-03,159.8,187.2,0.99,141
NR-237,Soy,no,2014,IN,SW,Dubois,Whitsitt,Dow 2,,,no,no,SiL,Stendal,yes,no,P1477WHR,19-Jun,SD,UAN,PL,162.28,0.0645,-,165.5,173.4,0.81,86
NR-238,Soy,no,2014,IN,WC,White,Wuethrich,Huber/Ward,,,yes,no,fSL,Gilford,no,yes,DK63-33,7-May,SD,UAN,PL,176.5,0.161,,238,214.8,0.83,238
NR-239,Soy,no,2014,IN,WC,White,Wuethrich,Huber/Ward,,,yes,no,fSL,Seafield,no,yes,DK63-33,7-May,SD,UAN,PL,121.05785,0.347,,238,203.6,0.66,238
NR-240,Soy,no,2014,IN,WC,White,Wuethrich,Huber/Ward,,,no,yes,Muck,Ackerman,no,yes,DK63-33,7-May,SD,UAN,CR,118.058,0.274,,238,183.3,0.34,238
NR-241,Soy,yes,2015,IN,WC,Tippecanoe,ACRE - 92,Fld 92,40.48428211,-87.00799584,no,no,SiCL,Chalmers,no,no,P1257AMXT,29-May,12-Jun,UAN,QP,1.9943,1.5301,-3.03E-03,252.7,195.3,0.98,234
NR-242,Soy,yes,2015,IN,EC,Randolph,DPAC - M2,M2,40.24589324,-85.14994383,no,no,"SiL, SiCL","Blount, Pewamo",no,no,P1257AMXT,22-May,5-Jul,UAN,Q,-36.49,1.372535714,-2.29E-03,272,169.2,0.99,275
NR-243,Soy,no,2015,IN,NC,Cass,Guy,B&W Back,,,no,no,SiL,Fincastle,no,no,Becks 5939,3-May,SD,NH3,QP,91.2314,0.9512,-1.94E-03,245,208,0.71,216
NR-244,Soy,no,2015,IN,NW,Jasper,Kingma,East Pt,41.23256788,-87.08940823,yes,no,LS,Zadog-Maumee,no,no,EB105,24-Apr,SD,NH3,CR,-1921.546412,21.48480103,-5.56E-02,193.3,155.3,0.93,192
NR-245,Corn,no,2015,IN,NC,St. Joseph,Lichtenbarger,Gumz F,,,no,yes,Muck,Moston,no,no,Avg of 2,18-May,SD,UAN,NR,-,-,-,123,169,,123
NR-246,Soy,no,2015,MI,MI,Clinton MI,Motz,T Benson…,,,yes,no,SL,Boyer,no,yes,GL 5283,1-May,SD,UAN,PL,251.8,0.0357,,230,260,0.57,137
NR-247,Soy,yes,2015,IN,NE,Whitley,NEPAC - L3,L3,41.11573437,-85.44235826,no,no,"L, SL","Haskins, Merrill, Rawson",no,no,P1257AMXT,19-May,1-Jul,UAN,PL,54.03,0.5626,,270,200,0.97,270
NR-248,Soy,no,2015,IN,EC,Henry,Pickering,701,,,no,no,"SiCL, SiL","Crosby, Miami",yes,no,DK 64-87,3-May,SD,UAN,Q,158.04,0.8419,-1.89E-03,223,251.9,0.99,193
NR-249,Soy,yes,2015,IN,NW,Porter,PPAC - C4,C4,41.45141172,-86.93883777,no,no,L,Sebewa,no,no,P1257AMXT,29-Apr,12-Jun,UAN,QP,78.3539,1.3633,-3.21E-03,212.5,223.2,0.99,195
NR-250,Soy,yes,2015,IN,NW,La Porte,PPAC - M2,M2,,,yes,no,SL,Tracy,no,no,P0987AMX,29-Apr,SD,AN,QP,90.9293,1.4877,-3.60E-03,206.5,244.5,0.98,191
NR-251,Soy,yes,2015,IN,SE,Jennings,SEPAC - G5,G5,39.04346949,-85.52707314,no,no,SiL,"Avonburg, Naab, Ryker-Muscatatuck ",no,no,P1257AMXT,4-May,21-May,UAN,QP,64.9767,1.7577,-4.53E-03,193.8,235.4,0.98,182
NR-252,Soy,yes,2015,IN,WC,Tippecanoe,TPAC - MS5,MS5,40.26826214,-86.87759757,no,no,SiCl/SiL,"Throckmorton, Toronto-Millbrook, Drummer",no,no,P1257AMXT,23-May,5-Aug,UAN,CR,115.1,0.5956,-1.25E-03,239,186.3,0.98,193
NR-253,Soy,no,2015,IN,NC,Miami,Vincent,Home,,,no,no,SiCL,Pewamo,yes,no,Brod 54RA12,15-Apr,SD,NH3,NR,-,-,-,131,210,,131
NR-254,Soy,no,2015,IN,NC,Miami,Vincent,Home,,,no,no,SiCL,Pewamo,yes,no,Brod 54RA14,15-Apr,SD,NH3,NR,-,-,-,91,221,,91
NR-255,Soy,no,2015,IN,SW,Dubois/Pike,Whitsitt,RC6,,,no,no,SiL,"Stendal, Steff, Pekin",yes,no,A6580WBtRR,7-May,SD,UAN,QP,101,0.6533,-1.78E-03,183.7,161,0.94,152
NR-256,Soy,no,2016,IN,NC,Cass,Guy,Fikes,40.674125,-86.166621,no,no,SiL,Cyclone,no,no,Becks 6158AM,27-Apr,SD,NH3,QP,97.3514,1.2042,-3.01E-03,200.4,218,0.98,181
NR-257,Soy,no,2016,IN,NW,Jasper,Kingma,Kniman,,,yes,no,"S, LS","Watseka-Maumee, Zadog-Maumee",no,yes,DKC60-67,5-May,SD,NH3,NR,-,-,-,172,206,,172
NR-258,Soy,no,2016,IN,WC,Benton,Dimmich,47a,,,no,no,"SiCL, SiL","Selma, Gilboa, Barce",no,no,P0987AMX,19-Apr,SD,UAN,QP,87.2435,1.157292979,-2.65E-03,218.1,213.4,0.94,197
NR-259,Soy,yes,2016,IN,NW,Porter,PPAC - J,J,41.44364322,-86.93587661,no,yes,muck,"Edwards, Palm",no,no,P0589AMT,9-May,SD,UAN,NR,-,-,-,63,184,,63
NR-260,Soy,no,2016,IN,NC,Miami,Vincent,Quad,,,no,no,"SiL, SiCL","Blount, Pewamo",no,no,Brod 54RA14,19-Apr,SD,NH3,QP,165.52,0.330966986,-0.000792406,208.8,200.1,0.99,138
NR-261,Soy,no,2016,IN,NC,Miami,Vincent,Quad,,,no,no,"SiL, SiCL","Blount, Pewamo",yes,no,Brod 54RA14,19-Apr,SD,NH3,NR,-,-,-,95,210,,95
NR-262,Corn,no,2016,IN,NC,St. Joseph,Lichtenbarger,Gumz C,,,no,yes,muck,Edwards,no,no,Avg of 2,25-May,SD,UAN,NR,-,-,-,123,176,,123
NR-263,Soy,no,2017,IN,EC,Blackford,Aulbach,Bob/Aileen,40.40663652,-85.34423175,no,no,"SiL, SiCL","Blount, Glynwood, Pewamo",yes,no,??,16-May,SD,UAN,QP,57.3036,1.51439,-0.003516288,215.3,220.4,0.98,199
NR-264,Oats,no,2017,IN,EC,Blackford,Aulbach,LindaStrohl,40.40663652,-85.33973424,no,no,"SiL, SiCL","Blount, Glynwood, Pewamo",yes,no,??,16-May,SD,UAN,PL,174.46,0.2374,,240,232.4,0.99,240
NR-265,Soy,no,2017,IN,WC,Benton,Dimmich,Don North 74a,40.55212381,-87.35397996,no,no,"SiCL,SiL, L","Selma, Gilboa, Crain",no,no,P1197AMXT,21-Apr,SD,UAN,QP,14.6316,2.215,-0.00499,222.2,260.7,0.97,211
NR-266,Corn,yes,2017,IN,EC,Randolph,DPAC,M1,40.24841543,-85.14998674,no,no,"SiL, SiCL","Blount, Pewamo",no,no,Becks 5829A4,26-Apr,SD,UAN,QP,-53.699,1.4332,-2.30E-03,280,164.1,0.99,287
NR-267,Soy,no,2017,IN,SE,Shelby,Everhart,Joyce,39.65709089,-85.67797986,no,no,"SiCL, SiL","Brookston, Crosby",no,no,Agrigold 6499VT2,28-Apr,SD,NH3,CR,-,-,-,-,-,,
NR-268,Soy,no,2017,IN,NW,Jasper,Kingma,East Pt,41.23256788,-87.08940823,yes,no,LS,Zadog-Maumee,no,yes,DKC60-69RIB,25-Apr,SD,NH3,PL,165.71,0.2053,,265,217.6,0.92,265
NR-269,Soy,yes,2018,IN,WC,Tippecanoe,ACRE - 93,93,,,no,no,SiCL,Chalmers,no,no,Becks 5829A4,8-May,SD,UAN,Q,187.98,0.3846,-0.00092,209,228,0.96,148
NR-270,Corn,yes,2018,IN,WC,Tippecanoe,ACRE - 94,94,,,no,no,SiCL,Chalmers,no,no,Becks 5829A4,8-May,SD,UAN,Q,139.94,0.62732,-1.41E-03,223,209.7,0.99,183
NR-271,Soy,no,2018,IN,WC,Tippecanoe,Dimmich,Bertha Ditch,,,no,no,"SiL, SiCL, SiL","Selma, Gilboa, Barce",no,no,Avg of 2,30-Apr,SD,UAN,QP,59.785,1.50407,-3.27E-03,229,232,0.93,213
NR-272,Wheat,no,2018,IN,NC,Miami,Vincent,Home,,,no,no,"SiCL, SiL","Pewamo, Blount",yes,no,NuTech 5FB 6313,27-Apr,SD,NH3,QP,74.75247,2.07672,-6.78E-03,153,234,0.99,145
NR-273,Soy,no,2018,IN,NC,Miami,Vincent,Quad,,,no,no,"SiL, SiCL","Blount, Pewamo",yes,no,P1187AM1,27-Apr,SD,NH3,QP,242.6514366,0.28834024,-8.15E-04,177,268,0.93,108
